"X_id","OBJECTID","STRUCTID","ADDRESS","STREETNAME","CROSSSTREET1","CROSSSTREET2","DBH_TRUNK","WARD","BOTANICAL_NAME","COMMON_NAME","geometry"
320,6373,33058,2944,"HoDsNafs St","CJXExkSK St","nLAxNYbH St",38.2,14,"Picea pungens","Silver Maple","POINT (-79.3286245413125 43.8438097250415)"
321,73396,14257,354,"RiQXqMQF St","ZuHPTCkU St","zuGsMoPO St",46.2,20,"Betula papyrifera","White Birch","POINT (-79.531355282478 43.8063029200537)"
322,82756,15835,4679,"rgLrUUKJ St","oKdZVKGj St","QmeKiXPR St",94.4,1,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.5550949158613 43.7993702305481)"
323,602,80205,2076,"RpGHiVtY St","ZmgZSrrg St","cqcaIIDO St",68.6,14,"Betula papyrifera","Silver Maple","POINT (-79.3783438271377 43.8600230784621)"
324,74059,93874,881,"fqxCClLI St","eGIoSlNU St","ePXyXbxX St",41.8,25,"Picea pungens","White Birch","POINT (-79.3447532637743 43.8985315188533)"
325,47606,82302,1186,"kTmagZxX St","FyGuSQLP St","sUjXEYIB St",42.5,15,"Picea pungens","Silver Maple","POINT (-79.3362346792128 43.6826729402179)"
326,28577,40522,2502,"xIDhRgDQ St","daBhEwve St","wXukDLpU St",83,18,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.4609657272929 43.7101468316047)"
327,7877,84428,4684,"HlfwhgLp St","SrfzoZYh St","KHwqWLkr St",36.1,8,"Picea pungens","White Birch","POINT (-79.3399806447793 43.8746325153159)"
328,58263,74784,652,"gjMpfjcU St","ujpryeqO St","vPtMYytd St",51.7,17,"Betula papyrifera","Silver Maple","POINT (-79.4587383044185 43.7065880942857)"
329,2777,37983,3853,"UhInQKje St","yQafGwsl St","NvgvPliI St",37.8,2,"Betula papyrifera","White Birch","POINT (-79.3556566700805 43.7510806424543)"
330,30712,11608,2172,"QtTNHZRX St","TsjIxeoz St","EMluuGuD St",9.1,14,"Acer saccharinum","Silver Maple","POINT (-79.3967900754884 43.6415839213179)"
331,17749,42632,552,"ZvMKScHU St","DFwdomXP St","XCzdOtgJ St",74.2,2,"Acer saccharinum","Silver Maple","POINT (-79.4432907591807 43.6890991046093)"
332,7488,25641,2472,"oNzzRgjs St","NUZXFrAA St","EqhIfnDO St",51,18,"Betula papyrifera","Silver Maple","POINT (-79.4916314407019 43.7714748630533)"
333,76662,16151,4708,"xkSqSymb St","LnZUFgAI St","aMgCjhew St",20.1,25,"Picea pungens","Silver Maple","POINT (-79.4478834604146 43.8680826052558)"
334,45430,64772,2393,"IqWvPvIz St","luLKafAh St","MREGwETf St",62,24,"Betula papyrifera","White Birch","POINT (-79.4951626033755 43.77255743118)"
335,9739,68506,1604,"ifXbzfAs St","oLJeujbe St","uXBNyaHC St",22.7,9,"Picea pungens","Colorado Blue Spruce","POINT (-79.4349555106601 43.8336799665121)"
336,61775,47296,481,"mrKgUjHr St","eMgeXamt St","UupVfZMy St",41.3,25,"Betula papyrifera","White Birch","POINT (-79.5183885562932 43.6701730022905)"
337,19512,34503,4976,"lDvvjJJe St","ySgMXYVK St","AuaWJrAF St",15.1,11,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.5405862044077 43.7491716183955)"
338,80143,5247,3955,"xxWedMYR St","GtdJEcHf St","RniMNzZq St",72.7,9,"Acer saccharinum","Silver Maple","POINT (-79.4309771668166 43.6316915715346)"
339,49588,23979,3734,"VYbIHZtY St","vxDgzVnQ St","hgCiuKYp St",8.8,18,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.3266183692496 43.7004210020881)"
340,49753,81124,1599,"mVbhrYFQ St","xDjAWgxO St","zdusyoTr St",16.6,11,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.5539310854627 43.8768841510639)"
341,90499,85844,318,"sQePkOQP St","alRkOePN St","OfileZDP St",80.4,19,"Picea pungens","Colorado Blue Spruce","POINT (-79.371995857521 43.8131079602288)"
342,52292,16444,234,"LMPJsfsb St","jVhBbHBQ St","qDlwhuZM St",65.9,16,"Betula papyrifera","Silver Maple","POINT (-79.3670372924302 43.8999680842971)"
343,38245,24256,4599,"wvYILnwN St","GyAMFyyO St","MwJdIHAf St",86.3,24,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.4622537246905 43.6643501570215)"
344,99046,37225,795,"DhWBlKGu St","woMIuZXh St","yyseIXXK St",16.7,24,"Acer saccharinum","White Birch","POINT (-79.3706204033457 43.7275785807753)"
345,4682,76264,720,"DqjbxYMP St","WpsmXduA St","TuUkVtnx St",58.1,15,"Picea pungens","White Birch","POINT (-79.3849798646755 43.8004550376208)"
346,68957,77393,4982,"MYJMwOMx St","fWItiEZi St","WnfNorjf St",55.9,20,"Picea pungens","Colorado Blue Spruce","POINT (-79.449459919543 43.7524718874367)"
347,37765,59424,634,"KpKzOqOW St","PnVIavmZ St","XDiOAaPZ St",48.8,6,"Picea pungens","Silver Maple","POINT (-79.4270419984357 43.6278612011811)"
348,34827,94535,1996,"lhgejuNT St","bneqFTWy St","wcgjwyTR St",48,16,"Betula papyrifera","Silver Maple","POINT (-79.390348482877 43.7739284790587)"
349,86479,10865,4861,"nyAMtWeX St","XXSbRqaL St","IPJIbxEq St",77.2,7,"Acer saccharinum","White Birch","POINT (-79.3021264808718 43.8549185552401)"
350,2748,25944,4915,"RVjyFNNl St","abjywrVT St","tMfATkuh St",98.4,23,"Betula papyrifera","Silver Maple","POINT (-79.4599838866619 43.7735113660106)"
351,56138,23947,547,"cCDHZpZH St","UOzsROPP St","eNTzCnET St",32.6,14,"Picea pungens","Silver Maple","POINT (-79.5229616884375 43.8925839487696)"
352,44859,62650,215,"UaFJtSDH St","kEXCjhoH St","PsRJemFu St",41.5,23,"Acer saccharinum","White Birch","POINT (-79.3777658525156 43.8203401895473)"
353,51442,26711,2148,"DYOcwScB St","zNukrzgn St","CiMAvTMH St",78.7,6,"Acer saccharinum","Silver Maple","POINT (-79.4201003374299 43.7920100227697)"
354,78912,84118,4543,"fRVBfLmi St","RxbXHhpL St","dLYsMlIp St",49.1,22,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.321910615568 43.7039225012762)"
355,75936,46415,1989,"nOvGLoWD St","mquiIXUJ St","MbGJpzZH St",71.5,16,"Acer saccharinum","White Birch","POINT (-79.5878694356419 43.8715451695956)"
356,57223,69729,1297,"iIpgTBml St","IoVgeIpx St","dSYTVldE St",23.2,3,"Picea pungens","White Birch","POINT (-79.5845656135119 43.6027322132839)"
357,67089,55587,420,"PfTorrBF St","gkNNYAIC St","boRXuGsy St",7.7,9,"Picea pungens","White Birch","POINT (-79.5292097263504 43.6094183939509)"
358,97664,4427,1489,"eXqBStmw St","iqleFnoI St","ToaHZtjU St",21.4,4,"Betula papyrifera","White Birch","POINT (-79.4804192207055 43.8568730147323)"
359,27365,26921,1170,"MvdZaWZU St","qZmgqSIn St","sUHaTBDx St",67,5,"Acer saccharinum","Silver Maple","POINT (-79.4716756359674 43.6040877811844)"
360,76141,90384,2028,"FrWNKKSi St","JqvSnDTn St","QQgRVaIa St",12.5,12,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.398144981917 43.7774023951497)"
361,87938,66390,4477,"sKOWZncy St","lCyWdMRd St","ZjPqXuSy St",30.9,4,"Betula papyrifera","White Birch","POINT (-79.4641895352164 43.8794168400578)"
362,19927,3831,3348,"WIpJZOdy St","OSGweZkb St","NAuRAaZP St",49.7,1,"Picea pungens","Colorado Blue Spruce","POINT (-79.5506734980503 43.7738333934918)"
363,10216,90824,2249,"JlSiNKjE St","dahWWPjt St","hiRvXHaA St",23.7,18,"Picea pungens","Silver Maple","POINT (-79.4224178216187 43.6944763581268)"
364,2882,74634,831,"tkQyAOKO St","KmVHZpvZ St","bDZbDzyp St",37,5,"Betula papyrifera","Silver Maple","POINT (-79.5111327604856 43.6404778880533)"
365,4015,20517,4610,"JttycAwa St","BdzBMNso St","dxSWIvqL St",78.8,4,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.5593855129089 43.6222997717559)"
366,27913,77902,1900,"iaDmjkLS St","UPUeXkAC St","dMjjfqrd St",68.8,11,"Acer saccharinum","Silver Maple","POINT (-79.4784072570968 43.7510719427373)"
367,29465,94045,2138,"axXDXXTV St","zCfCmMOq St","jzZiYAol St",70.7,9,"Acer saccharinum","Silver Maple","POINT (-79.5390406860271 43.855469745351)"
368,9174,30463,1093,"yAwzJtes St","MovJoxtv St","ebRsneSb St",60.5,11,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.3398426917847 43.745291531831)"
369,7657,44780,3222,"tbskJLvF St","TrEsOYxO St","EhzEVuTv St",88.1,17,"Betula papyrifera","Silver Maple","POINT (-79.4620039756875 43.7009022811195)"
370,31351,91916,2236,"MvcndcBc St","DoyiQxDG St","yZxmBAUo St",58.5,19,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.4429248671746 43.7724742409307)"
371,68553,12426,4027,"XUAoBcgU St","GvhGUWAA St","ALOBWnVf St",95.8,13,"Picea pungens","White Birch","POINT (-79.5165130235953 43.635038108821)"
372,83192,73404,3930,"glrRheNn St","SawgTlwo St","FERqWHIL St",19,12,"Betula papyrifera","Silver Maple","POINT (-79.5869405838661 43.7686594723025)"
373,42155,63730,3201,"LepDwYoZ St","MRoDSwqg St","UpGHAGXS St",72.3,3,"Picea pungens","Colorado Blue Spruce","POINT (-79.4957134855213 43.7645192664349)"
374,65995,47741,393,"eRYgxnAs St","BSeMvnKX St","WMDHkQrN St",7.5,6,"Acer saccharinum","White Birch","POINT (-79.3768572447123 43.6598501431523)"
375,92999,94402,3182,"rTWSGIpr St","xpRKOKGa St","elgxXoUc St",18.1,25,"Acer saccharinum","Silver Maple","POINT (-79.5551509924699 43.7036934233736)"
376,10044,53525,4245,"IfgKdpcL St","lpGEESUg St","jQOXpmTW St",18.6,1,"Acer saccharinum","White Birch","POINT (-79.4470228246879 43.8095380018465)"
377,93926,55247,3953,"BjdwQXMq St","COJXyZaL St","mWzOaTNk St",77,13,"Acer saccharinum","White Birch","POINT (-79.3561011552112 43.6879754513269)"
378,14666,1158,2646,"GPGqKeuK St","peCuArrr St","rTPLmAPw St",70,5,"Acer saccharinum","Silver Maple","POINT (-79.4766085166018 43.7626202178188)"
379,26226,31322,1512,"nVftxLxV St","cIxFsiAt St","asdfShxo St",52.8,12,"Betula papyrifera","White Birch","POINT (-79.3759773099329 43.8071737662656)"
380,54371,29049,1874,"qLGhwjVb St","urIjYufl St","TXZVnrnt St",6.5,8,"Betula papyrifera","Silver Maple","POINT (-79.4397381891264 43.724646283919)"
381,91194,63811,4121,"VSeBbVQt St","MBLEamfT St","cDXBrihF St",21.6,10,"Acer saccharinum","White Birch","POINT (-79.5897484617075 43.6298440928571)"
382,72668,48374,3700,"nMQyOmUV St","CEypvyTk St","rBQlzQxV St",14.7,2,"Picea pungens","White Birch","POINT (-79.4406775677344 43.7101604800671)"
383,38920,42434,2876,"LwduXTTm St","CBshyJGX St","JQTSMiuE St",49.2,4,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.5196382143768 43.6244666562649)"
384,96855,50189,2267,"jtBKfgqY St","dwDkQgmh St","gxdNLdxw St",31.1,7,"Acer saccharinum","White Birch","POINT (-79.3714034384349 43.8721150060883)"
385,19360,6239,2057,"qJzyNcIS St","DQHTSZPD St","tBiRxqdG St",30.4,10,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.5886616546428 43.740543031902)"
386,94407,78150,3834,"gnCuupHt St","azXbBBFf St","SfARJhCa St",17.8,24,"Betula papyrifera","Silver Maple","POINT (-79.5905619157711 43.69778176744)"
387,22344,97950,2058,"iATcAVfM St","dtjjwtld St","ACArOJhm St",21.7,19,"Betula papyrifera","Silver Maple","POINT (-79.4163604092784 43.7668619323056)"
388,98763,83753,3508,"HrqRALXb St","ZVlyHMAM St","JPerGsux St",19,18,"Picea pungens","Silver Maple","POINT (-79.4873313982272 43.767470138846)"
389,42039,5932,2644,"HctxMKqu St","UkTgKYAo St","FDsjVNFw St",18.6,18,"Acer saccharinum","White Birch","POINT (-79.4965555802686 43.7101127858507)"
390,83836,40322,4840,"QgcLwmMW St","ElwrGbZC St","jkvYVrlj St",7.5,21,"Picea pungens","Silver Maple","POINT (-79.596470328467 43.8034560982138)"
391,51953,91324,4635,"ymruusAr St","ThxecJyQ St","ZbetTPQA St",49.9,11,"Betula papyrifera","White Birch","POINT (-79.4903791873716 43.7991649921751)"
392,91407,59305,2275,"WHDCojuF St","srDCcijO St","JJbmJtjA St",79.5,24,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.4627673862269 43.8381355809513)"
393,86414,62574,3409,"NUPoCxoj St","NHSNaKBd St","YYANAEBk St",10.8,7,"Picea pungens","Colorado Blue Spruce","POINT (-79.4952473257668 43.8119072268251)"
394,95387,40859,2850,"wVCsBDtP St","ATMmiIta St","FKOphgFm St",16.8,21,"Picea pungens","Colorado Blue Spruce","POINT (-79.4448084988864 43.8296718544792)"
395,36385,96946,4499,"vJhcePNH St","AiVjJqOb St","BvgldGLK St",7.1,2,"Betula papyrifera","White Birch","POINT (-79.4538926941343 43.8976130729308)"
396,74075,54428,3619,"gJQQyWQp St","rMyoTfbf St","eJSExYWc St",43.5,14,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.4565902650123 43.6958639793331)"
397,36671,37807,1693,"ATjoFwpX St","CSzSZFne St","Gcpwqzqc St",84.8,16,"Betula papyrifera","White Birch","POINT (-79.4822592341807 43.7889662774745)"
398,29343,19126,604,"DlUchjVr St","jHFWdvEv St","ovExhLFu St",64.6,10,"Picea pungens","White Birch","POINT (-79.4076733399415 43.7035968688782)"
399,47159,40645,3383,"BzDRKsxG St","chgrIZES St","ZKahZnLN St",50,1,"Betula papyrifera","Silver Maple","POINT (-79.5041662867414 43.8241104474757)"
400,34162,80932,4276,"XYuFduQQ St","bGcuctyM St","MCMquMEJ St",6.3,8,"Betula papyrifera","Silver Maple","POINT (-79.5202632216737 43.8523516023532)"
401,70508,11204,4792,"tRGSwtqB St","NFOFIlze St","CymkRzTI St",59.8,5,"Picea pungens","Silver Maple","POINT (-79.4763516425621 43.6623511140468)"
402,66396,47770,4429,"golJeVRV St","MbvCFDvu St","wFAUIpYb St",21.9,24,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.4344154102262 43.7285416124156)"
403,65053,89167,625,"TtOUuqlW St","gPKNgUtA St","mcsHvUfC St",96.7,13,"Picea pungens","White Birch","POINT (-79.599160873075 43.8669032052625)"
404,83653,78512,4500,"XYGOgjIp St","qveMRACX St","lclquUdi St",69.9,9,"Acer saccharinum","White Birch","POINT (-79.4644785369513 43.8398212190485)"
405,81490,97341,666,"KcyVEIJB St","IPGmlaRk St","kuaSlUrw St",18.3,20,"Picea pungens","White Birch","POINT (-79.5231316055404 43.7749984178226)"
406,76877,21512,3170,"OSOGGtWF St","jQoxqLyb St","ZpOiHOFC St",84.5,22,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.3189817365026 43.6075692533515)"
407,24243,44818,2147,"HuvrcNpD St","RTTuMqvT St","GBZDFRAS St",98,20,"Betula papyrifera","Silver Maple","POINT (-79.5487264223164 43.8816961070988)"
408,74441,96271,2505,"EOZskVcH St","RLYbOfUQ St","xfsdaOgp St",71.6,14,"Acer saccharinum","White Birch","POINT (-79.4738016746938 43.8002493847627)"
409,36829,32674,3598,"aFHuNnRh St","gfJPrOGW St","bdgsVSne St",69.4,25,"Picea pungens","Silver Maple","POINT (-79.4462596278172 43.8110970213078)"
410,41218,45081,3584,"KloxxYvj St","pDMDJvtn St","mzyQoZzd St",58,2,"Betula papyrifera","Silver Maple","POINT (-79.5497963393573 43.7428629460745)"
411,67499,72890,1909,"ihXalULV St","ZIeyvood St","pNxOjjcS St",51.3,8,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.4021495421184 43.700196310156)"
412,23294,27649,3570,"fYdUAKyk St","YkIkfkSm St","iMwQklpg St",8.5,6,"Picea pungens","White Birch","POINT (-79.5820446318714 43.7793969596038)"
413,76805,80200,1411,"EjANZOch St","pCGIMFzG St","AZUdhITm St",91.1,2,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.4818449098617 43.8050774312578)"
414,27103,75437,469,"ZnctGqly St","vEHrPlXc St","gosHoKaU St",9.8,15,"Betula papyrifera","White Birch","POINT (-79.4297703933436 43.6719332776032)"
415,83355,51048,196,"vGKigzUy St","Lyqsfmxb St","ojbKwLGS St",46.1,25,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.5874811715679 43.8206346559338)"
416,1923,98476,2143,"YQrefhya St","XZqjgNEg St","zGDjNsjH St",90.8,2,"Betula papyrifera","White Birch","POINT (-79.4444592082873 43.6031565506244)"
417,31466,61637,2833,"TJwRQtVy St","EobfBWJG St","ycUCkiOx St",19.8,3,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.4628555403091 43.6554983605864)"
418,5178,87706,2752,"TgfFjAdc St","nLnIQObq St","uKEAkZws St",55.8,3,"Picea pungens","Colorado Blue Spruce","POINT (-79.38537099557 43.8327074652771)"
419,8482,22094,300,"lRLKVCmu St","GjXuqBuA St","rirKezIU St",23,6,"Picea pungens","Colorado Blue Spruce","POINT (-79.4429563349346 43.6084359424887)"
420,49618,27294,3487,"sPgJnqpo St","FjSJWkdR St","vNLbpwLP St",52.2,21,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.4424917578231 43.6119324307656)"
421,78638,61496,171,"lgVVWUmg St","FcdwkmxY St","XQMJCHfF St",39.1,12,"Acer saccharinum","Silver Maple","POINT (-79.4835831695469 43.8886998205911)"
422,47695,40116,3185,"QRXPYwCH St","GNlCTlCN St","skiOhoMu St",79.3,2,"Picea pungens","Colorado Blue Spruce","POINT (-79.5899519252125 43.6558307779953)"
423,48775,74885,3371,"gIlHYOyl St","yDIzMATF St","xSLKuKxm St",10.3,10,"Picea pungens","Silver Maple","POINT (-79.3369863791158 43.8345152235823)"
424,61449,60492,1147,"WTlMkToi St","grcLDOMX St","rLCfZxZV St",53.9,4,"Betula papyrifera","Silver Maple","POINT (-79.4695457053138 43.7207741089631)"
425,43289,68595,3318,"iPWtlPfT St","mmJhercb St","vwNvgIZf St",28,1,"Picea pungens","Silver Maple","POINT (-79.487358585 43.6782552719815)"
426,91176,63327,3679,"fgnKoLZj St","qammhjsg St","ZTeJcnpm St",10.9,10,"Betula papyrifera","Silver Maple","POINT (-79.3198345328448 43.7456697682152)"
427,81547,84952,4387,"SCvEbqSc St","gCKLTxMX St","PIyHuaaD St",65.6,21,"Picea pungens","White Birch","POINT (-79.4302010722225 43.7680750197265)"
428,12636,78753,3178,"INfghvGo St","LLuTrAhw St","IcZiawjV St",99.9,9,"Betula papyrifera","White Birch","POINT (-79.4553934870288 43.7289161883527)"
429,20547,80222,108,"EfdgKYvI St","aaZWPgjb St","YZFNxnNN St",18.3,20,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.4391172948293 43.8891435218742)"
430,69340,6078,4249,"GnDXYEjO St","EMGLmJKL St","InBsDjGD St",18.8,24,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.4488749373704 43.75122618163)"
431,37247,5525,655,"dSXnhtLH St","oabfeCVP St","XzwDWngQ St",73.5,4,"Acer saccharinum","Silver Maple","POINT (-79.5652819165727 43.7234168609371)"
432,37015,9321,370,"elKeKMcM St","QpxWSpzO St","YWyudEkn St",39.4,3,"Acer saccharinum","Silver Maple","POINT (-79.3443852307508 43.8482502570143)"
433,53719,76146,1815,"iFKqDjHH St","fzaTlynf St","cYHvcGRc St",50.6,23,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.5077296181815 43.6376374081709)"
434,37208,46152,4002,"BScHlcyx St","CNXjekFx St","vyLAcpnD St",74.6,19,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.505600039917 43.7243208912434)"
435,18876,87038,3018,"JZQqXyez St","GgOPkQQc St","gDPWSwtQ St",34.6,7,"Betula papyrifera","Silver Maple","POINT (-79.5399237124016 43.7704788577743)"
436,17017,98213,1994,"LEqOSirk St","JtDUBznZ St","QBjyrqhN St",35,18,"Picea pungens","Colorado Blue Spruce","POINT (-79.3316141496412 43.8056922728429)"
437,26566,82994,1464,"CZWvhOQY St","oMFyHJbv St","Ccpzxchx St",15.9,15,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.5777105432236 43.7253529290669)"
438,62506,84004,2898,"QmNqcyuY St","yqxOSgLq St","fUkRFXWl St",54.8,22,"Betula papyrifera","Silver Maple","POINT (-79.4156498973491 43.6021530100843)"
439,92120,62539,1323,"HMXeQLvr St","yfwLCXGL St","QCyqvbpS St",42.2,2,"Picea pungens","White Birch","POINT (-79.4375620700652 43.6032472545514)"
440,74640,98975,1957,"yHjzbqvR St","nYWiAQcc St","QrkOCurz St",95.3,15,"Betula papyrifera","Silver Maple","POINT (-79.5190742993494 43.7639611245831)"
441,39264,83722,713,"QKYqsvcA St","xcaFqnKZ St","lZjNWYrR St",42.1,19,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.3524087007623 43.6100778443739)"
442,60225,33602,413,"QydPRHyc St","XarVWxYv St","xFCTfRlv St",45.6,6,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.5119143244112 43.743548062304)"
443,89914,75894,3459,"SSquamvM St","dmIkKcRa St","HArvxvwW St",87.4,13,"Picea pungens","White Birch","POINT (-79.4955200641649 43.8817406578222)"
444,55992,11117,2603,"qnNUfZWc St","IgtrJhXM St","hoxgifUo St",12.4,25,"Picea pungens","Colorado Blue Spruce","POINT (-79.4253672285238 43.806488945568)"
445,13763,7807,4890,"kYZHjxXM St","vQRbMzeH St","VsoTspHi St",41.7,20,"Betula papyrifera","Silver Maple","POINT (-79.4676999725867 43.6174446825171)"
446,79126,61620,4572,"rJgEEjZJ St","adeQJKMX St","iNQmgdJk St",72.2,6,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.4913285669871 43.6864083778346)"
447,15828,77525,3829,"TQtcGSBV St","lBAPuVfE St","LCbQDoNF St",80.7,11,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.3675670973025 43.8374667940661)"
448,4750,4356,1870,"jcqojyvI St","DkBxJysl St","AjXjyxIY St",66.5,17,"Picea pungens","Silver Maple","POINT (-79.4922655181261 43.8591359158978)"
449,18807,3855,3441,"qsJpqAOY St","hXUkeEuL St","cgKyjPio St",98.3,10,"Acer saccharinum","Silver Maple","POINT (-79.3750031886157 43.7058546592481)"
450,91870,10491,4077,"tkrxYEsV St","XKVCSiVG St","hPezqBDB St",66.8,15,"Picea pungens","Colorado Blue Spruce","POINT (-79.4980975310318 43.7722404049709)"
451,91570,67282,3086,"UArjAuHc St","BpWRzPXp St","UiYJDnfb St",19.1,4,"Picea pungens","Silver Maple","POINT (-79.514240285987 43.6254801760893)"
452,41609,86033,4885,"dnPJAsKZ St","mfSdwLne St","jiTnRoxw St",66.8,4,"Picea pungens","Silver Maple","POINT (-79.3578111028531 43.7210092923837)"
453,13797,30922,458,"xeFbdjQj St","YaSaQlKx St","sWCOThUY St",40.8,20,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.5597177164396 43.6540658430429)"
454,56767,5103,4690,"apWpXwXn St","kMeesQOP St","eGZCgxZN St",17.1,12,"Betula papyrifera","Silver Maple","POINT (-79.4935238815145 43.6837281072745)"
455,8848,65823,1866,"AZaBcciD St","DsBZAOoY St","qNtSAexM St",79.3,25,"Betula papyrifera","White Birch","POINT (-79.3152368898503 43.8854809773387)"
456,38947,68602,4982,"vsaHfQDr St","ZCnxqdNy St","LHApuNXh St",93.5,12,"Picea pungens","White Birch","POINT (-79.4771342923632 43.8486469912808)"
457,50212,62498,1312,"cIDlyFSE St","xDyOdEVR St","vzSertCM St",90.8,24,"Acer saccharinum","Silver Maple","POINT (-79.5488435220439 43.8029635083629)"
458,12791,65174,4471,"hnikEbjJ St","lfqHvmnW St","kUGFrhWB St",11.1,12,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.582237300463 43.6109055961482)"
459,7196,18818,4933,"HhjtNWMo St","XOhGRpJH St","lqbtFpdw St",59.1,13,"Picea pungens","White Birch","POINT (-79.3717428302858 43.6045980916359)"
460,25245,62877,3773,"iphZUeLR St","DfESRZki St","doHsRvbT St",44.6,14,"Betula papyrifera","Silver Maple","POINT (-79.5040050512645 43.6464757520007)"
461,58156,8313,552,"dNYUrANe St","rqcgVGBW St","zwWKCzbL St",10.6,16,"Picea pungens","Colorado Blue Spruce","POINT (-79.3658702570712 43.6507305272389)"
462,64797,53636,2241,"XuzkFwgZ St","UUJDEtHb St","VWQqnPhh St",57.3,1,"Betula papyrifera","Silver Maple","POINT (-79.4301424563862 43.6190634143073)"
463,75869,68499,3890,"iBQPMODr St","RHSftMzK St","eloNPaeU St",37.5,11,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.3374364932533 43.795458621392)"
464,35533,46191,4266,"EmUxuUbp St","jcXHxalP St","xYjuBkoC St",42.7,4,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.3489497875795 43.8758204397745)"
465,65463,1042,3149,"wTOOlicK St","eQuBCWiK St","BhBJQPts St",24.6,15,"Picea pungens","Colorado Blue Spruce","POINT (-79.3035520101432 43.7230159719009)"
466,98821,68750,1747,"hsehoXZM St","ZWqNKzOY St","WzcZNULu St",82.6,19,"Acer saccharinum","Silver Maple","POINT (-79.3645319227828 43.8417710888898)"
467,52572,7902,1436,"rIjAZlXS St","sEhJLJKG St","vCNfVxFH St",41.8,2,"Picea pungens","White Birch","POINT (-79.3954377934337 43.6519804417388)"
468,99750,80605,3802,"FONrUzqZ St","LAgaoLFP St","bXWdsvFx St",13.7,19,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.3510536215268 43.6116125134286)"
469,2647,27837,610,"odKpQxxe St","mdiZemej St","LerxIahE St",59.7,8,"Acer saccharinum","White Birch","POINT (-79.4186688072048 43.8622409666423)"
470,80352,59563,173,"EYdcfdQh St","NsBfNZDk St","sMozAKvO St",46.4,7,"Betula papyrifera","Silver Maple","POINT (-79.5459511194844 43.7113495491445)"
471,34796,22342,2316,"EMSUzCXV St","bXCteSzz St","EksPrWCJ St",38.5,10,"Acer saccharinum","White Birch","POINT (-79.4833088797284 43.8982624152675)"
472,83727,98556,236,"VPdpGYoI St","thrMVjNH St","THowChUA St",23.2,7,"Picea pungens","White Birch","POINT (-79.4823293146444 43.8429480500985)"
473,38582,94546,1448,"nPSTbHPr St","EYlwovpH St","HzyYlXwL St",99.7,8,"Acer saccharinum","White Birch","POINT (-79.3550163866952 43.8612797764363)"
474,68362,55156,345,"neCiVDmF St","NVStDhZA St","MCzALWpu St",22.4,2,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.3023383891443 43.853144804691)"
475,85929,30827,2514,"xPJuGSXt St","JDEoGEXO St","PFCYveTZ St",58.1,7,"Picea pungens","White Birch","POINT (-79.5646412643837 43.8186931707198)"
476,21086,80342,3400,"YjoWXMOv St","eKqwBMwl St","LZYsNFkq St",19.7,22,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.5064710708102 43.8828327866271)"
477,94388,66500,4981,"ylTZqdoN St","JGgWrWKr St","xRFCCNdu St",24.6,18,"Betula papyrifera","Silver Maple","POINT (-79.3867082896642 43.6234387832694)"
478,18304,16123,1849,"RyxlGqJI St","IEedGhRb St","jOSgKmhA St",99.9,13,"Acer saccharinum","White Birch","POINT (-79.4955140319886 43.7427111407975)"
479,2761,23797,2424,"tDDymbeP St","IsfEndsS St","oAMXHRly St",49.8,13,"Picea pungens","Colorado Blue Spruce","POINT (-79.43147637418 43.8614896426676)"
